"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","45",""
"Kenya","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","45",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","1010",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","985",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","926",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","906",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","813",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","823",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","824",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","887",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","965",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","965",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","963",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","960",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","960",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","960",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","960",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","960",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","843",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","838",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","855",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","750",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","750",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","750",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","744",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","753",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","753",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","740",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","730",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","720",""
"Mexico","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","700",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","965",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","941",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","941",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","941",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","924",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","798",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","726",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","726",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","726",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","611",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","571",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","450",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","432",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","432",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","376",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","376",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","372",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","417",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","418",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","363",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","338",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","328",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","258",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","275",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","265",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","261",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","261",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","261",""
"New Zealand","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","261",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","154.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","164.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","87.5",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","88",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","78",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","78",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","78",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","70","1"
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","70","1"
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","70","1"
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","70",""
"Nicaragua","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","70",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2019","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","56",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","36",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","36",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","6",""
"Papua New Guinea","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","6",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2019","Kilowatts,  thousand","1928",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","1944",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","1916",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","1916",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","1917",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","1918",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","1868",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","1848",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","1783",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","1966",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","1953",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","1958",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","1958",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","1978",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","1978",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","1932",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","1932",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","1931",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","1931",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","1931",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","1931",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","1856",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","1886",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","1446",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","1154",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","1074",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","963",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","888",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","888",""
"Philippines","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","888",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","29",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","29",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","25",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","14",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","10",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","8",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","8",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","8",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","8",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","3",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","3",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","3",""
"Portugal","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","1",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","74",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","74",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","78",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","78",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","78",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","79",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","81",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","81",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","81",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","81",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","80",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","90",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","87",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","79",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","56",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","70",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","70",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","21",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","23",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","11",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","11",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","11","1"
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","11","1"
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","11",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","11",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","11",""
"Russian Federation","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","11",""
"Senegal","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","2","1"
"Senegal","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","2","1"
"Senegal","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","2","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","0.3","1"
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","0.3",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","1",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","1",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","0",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","0",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","0",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","0",""
"Thailand","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","0",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","1283",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","1064",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","821",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","624",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","405",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","311",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","162",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","114",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","94",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","77",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","30",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","23",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","23",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","15",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","15",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","15",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1999","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1998","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1997","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1996","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1995","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1994","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1993","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1992","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1991","Kilowatts,  thousand","18",""
"Turkey","Electricity - total net installed capacity of electric power plants, geothermal","1990","Kilowatts,  thousand","18",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2018","Kilowatts,  thousand","2444",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2017","Kilowatts,  thousand","2483",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2016","Kilowatts,  thousand","2517",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2015","Kilowatts,  thousand","2542",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2014","Kilowatts,  thousand","2514",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2013","Kilowatts,  thousand","2607",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2012","Kilowatts,  thousand","2592",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2011","Kilowatts,  thousand","2409",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2010","Kilowatts,  thousand","2405",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2009","Kilowatts,  thousand","2382",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2008","Kilowatts,  thousand","2229",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2007","Kilowatts,  thousand","2214",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2006","Kilowatts,  thousand","2274",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2005","Kilowatts,  thousand","2285",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2004","Kilowatts,  thousand","2152",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2003","Kilowatts,  thousand","2133",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2002","Kilowatts,  thousand","2252",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2001","Kilowatts,  thousand","2216",""
"United States","Electricity - total net installed capacity of electric power plants, geothermal","2000","Kilowatts,  thousand","2793",""
